z_a,z_kappa
0.8519672800248332,0.14723152113891952
0.3742317764663635,-1.4657422377593692
0.5882382874583961,-0.3009489698802599
0.25530065654437395,-0.01640751028908035
0.33458808242681504,0.6303007297885125
1.038679151106959,0.5778487490217171
-0.5263217626532373,0.4370270796681692
-0.9913514392673011,1.7882803905493947
-0.8499235145191275,-0.900755861133211
-0.8148698330680385,1.651250504356581
-2.1471839758076805,-0.2311658361704148
-0.2510785694704871,1.6402241766201278
-0.7698658726491519,1.4469100558572257
0.6322558245321444,-1.1879152796855095
-2.8926605933281815,-1.2420118946734862
-0.7353897833355272,-0.011466387863638025
1.1933765755167844,-0.6302362808704214
-0.47327271340224664,-0.7729766606943395
0.8218634482172902,-0.42046446706722623
-0.6593435925002926,0.17557287706112035
0.47811972784934065,-0.10555116282922185
1.2464824662325285,-2.0087957253166575
-0.1954263947891442,-0.12765598386271707
-0.2401103070345811,0.017172552697975768
0.8415394503582135,-0.47662667900990247
-1.1253178742661827,-1.1031336028961967
-0.18548080224048724,-0.08227975925148207
-0.896193670959768,0.006090526531595088
-2.126803272384972,1.7701721596138769
0.11879974847363958,-0.5087954813870781
0.3863073549117645,0.6052754042936188
-2.5944404019236136,0.44811321742716637
-1.9579103293515343,1.4312217878801914
1.5432356289731117,2.045704588208463
-0.293832659815751,0.19354649113753578
0.24751006027226632,-1.0083391130471557
1.6069111247668213,-1.8823714012633395
1.2886197579392773,-0.4956342530696466
0.7273406819793147,2.5334739639944575
0.5372917546897312,0.5575910867273282
-0.11935892662555647,0.739895110089759
-0.27400449291038387,-0.40099760619880664
-0.3140831775758467,0.45721346952080344
-1.136214315665572,-0.18328932069614365
0.6239578012469391,-1.005972902920579
-0.8975292241483025,-0.019986870795373375
-1.077396562286628,-0.9386669382772955
-1.61347465961021,-1.3475346298703428
0.8661691593402469,-1.3674144230048797
-1.4337176467052277,-0.9154076125433214
1.305360897189571,-0.22625465113954593
-3.653000670706655,1.4086523058528628
0.5048615256008224,-0.8107238872334245
0.30835547878720904,1.0187385451187885
0.06924137938710649,1.3323369903300215
-0.5047498734418472,1.4850031525182175
0.11197557476235692,0.29591574655063174
-0.6112281804612824,-1.3264258620709892
0.4723669422805736,0.1876036721640539
0.4623995476621537,-0.6954731744988656
-0.4844566932728934,0.9614157484010271
0.16789233464583855,0.5941379920208482
0.08479241788905004,0.08052251202758695
-1.4313278974193193,-0.3108495047599928
-0.019904263642658224,0.4252923768859873
1.4698885555971901,1.1726212451701965
-1.9329238592076015,0.36191034255058874
0.3870800967441822,-1.3703801958242323
1.8508884008284117,1.0662388645254703
-1.0891189788451372,1.2516174876152442
-1.046425295805971,0.3455345913245745
2.2467547727281403,-0.7541329449702187
-2.0575113603969095,0.7111591067005301
-0.2212268023389723,0.7041445722278165
-0.719266367964906,-0.806124211463372
-0.12461857715714457,0.3122872594296819
-1.0790502467001595,-0.6985233758974648
0.5932925760007715,1.3469184432623011
0.1704014542398308,-0.6111202696356925
-0.12993633356996626,0.6493963790272773
-0.8920683542997713,-1.6433815369854032
2.0370449103804904,-0.021816497316368293
0.983147853807208,-0.07653218548494034
0.08602163120255785,-0.3377506564815137
-1.8653442551927732,0.2993326030120192
-0.11515548324255682,0.09386552670344006
0.20876727539822848,1.6173594267310911
-0.32176456411878196,1.702015407305839
1.245424518717434,0.761215670503613
0.36549367124494775,0.590893121714668
-1.3409310418740632,-1.3150673534052213
0.561587494149603,1.0259033235470107
-0.2681853364643251,-1.0576383775104576
-0.29840307600050636,-1.2816467219520358
-0.019020846354898344,-0.5125647647315592
-1.038227361120425,0.7256242582368642
0.9634025457044764,-0.6318319926449257
1.5862111156281913,0.04124403167589218
-1.5720955322055983,1.7282196786967265
0.5585653526064105,0.6257262805827338
